09.02.01;Dimanche;|DIM||DIM_A||DIM_M||DIM_S|
09.02.02;Lundi;|LUN||LUN_A||LUN_M||LUN_S|
09.02.03;Mardi;|MAR||MAR_A||MAR_M||MAR_S|
09.02.04;Mercredi;|MER||MER_A||MER_M||MER_S|
09.02.05;Jeudi;|JEU||JEU_A||JEU_M||JEU_S|
09.02.06;Vendredi;|VEN||VEN_A||VEN_M||VEN_S|
09.02.07;Samedi;|SAM||SAM_A||SAM_M||SAM_S|
09.02.08;Tous les jours;
