04.02.01;Téléphone;|C1|
04.02.02;Télécopieur /fax;|C2|
04.02.03;Minitel;|C3|
04.02.04;Mél;|C4|
04.02.05;Site web (URL) (Site Web (URL));|C5|
04.02.06;Téléphone /fax;|C6|
