11.01.01;Accueil;
11.01.02;Audio guide;
11.01.03;Audio guide/baladeur;
11.01.04;Borne vidéo;
11.01.05;Documentation;
11.01.06;Documentation/Plan;
11.01.07;Panneaux d'informations;
11.01.08;Vidéo salle;
11.01.09;Visite;
11.01.10;Réservation;
