08.02.05.01;Administratif;
08.02.05.02;Arrivée;
08.02.05.03;Début;
08.02.05.04;Départ;
08.02.05.05;Entrée;
08.02.05.06;Etape;
08.02.05.07;Etape principale;
08.02.05.08;Information;
08.02.05.09;Intermédiaire;
08.02.05.10;Limite Territoire;
08.02.05.11;Principal;
08.02.05.12;Sortie;
